id,favorite_count,retweet_count
730924654643314689,5962,1910
730573383004487680,4739,2061
730427201120833536,3377,1002
730211855403241472,3706,1023
730196704625098752,4695,1813
729854734790754305,3902,1080
729838605770891264,1679,367
729823566028484608,3848,1200
729463711119904772,5604,2229
729113531270991872,1824,306
728986383096946689,3051,788
728760639972315136,4525,1639
728751179681943552,2676,650
728653952833728512,3215,1001
728409960103686147,4750,1922
728387165835677696,3591,926
728046963732717569,4155,1160
728035342121635841,4403,1615
728015554473250816,3995,1062
727685679342333952,2869,613
727644517743104000,5681,1683
727524757080539137,4328,1175
727314416056803329,3228,713
727286334147182592,2961,788
727175381690781696,3789,1338
727155742655025152,3510,1276
726935089318363137,6656,2341
726887082820554753,3707,1458
726828223124897792,3457,971
726224900189511680,4281,1099
725842289046749185,6865,2564
725786712245440512,4046,1327
725729321944506368,5049,1712
725458796924002305,1373,592
724983749226668032,3618,1253
724771698126512129,2271,609
724405726123311104,5117,1595
724049859469295616,4206,1716
724046343203856385,2579,538
724004602748780546,4060,1487
723912936180330496,3762,1183
723688335806480385,7421,2822
723673163800948736,2928,854
723179728551723008,5134,1784
722974582966214656,3965,1514
722613351520608256,4829,1575
721503162398597120,4475,1759
721001180231503872,2455,587
720785406564900865,3011,739
720775346191278080,2386,637
720415127506415616,4003,1447
720389942216527872,6162,2409
720340705894408192,2772,942
720059472081784833,3732,1079
720043174954147842,4767,1933
719991154352222208,4681,1675
719704490224398336,4397,1370
719551379208073216,4896,1816
719367763014393856,2706,716
719339463458033665,4300,1187
719332531645071360,3327,914
718971898235854848,3370,1039
718939241951195136,5085,1688
718631497683582976,18274,7722
718613305783398402,2357,460
718540630683709445,2372,971
718460005985447936,2606,503
718454725339934721,4703,1454
718246886998687744,1849,478
718234618122661888,3745,952
717841801130979328,2378,578
717790033953034240,2777,1062
717537687239008257,5595,1775
717428917016076293,1567,430
717421804990701568,3058,809
717047459982213120,6079,1850
717009362452090881,3135,925
716802964044845056,4151,1128
716791146589110272,7948,1519
716730379797970944,1198,412
716447146686459905,12638,5634
716439118184652801,2308,200
716285507865542656,2685,1008
716080869887381504,6564,1832
715928423106027520,3090,849
715758151270801409,3602,1376
715733265223708672,4515,1629
715704790270025728,2691,551
715696743237730304,3783,1247
715680795826982913,4159,1546
715360349751484417,5296,1505
715342466308784130,2949,664
715220193576927233,2346,623
715200624753819648,4976,1800
715009755312439296,4009,1179
714982300363173890,3597,999
714962719905021952,7105,4094
714957620017307648,4014,1358
714631576617938945,3176,953
714606013974974464,3509,888
714485234495041536,2578,1084
714258258790387713,2937,703
714251586676113411,3167,803
714214115368108032,2204,839
714141408463036416,4183,1346
713919462244790272,3187,761
713909862279876608,1834,519
713900603437621249,2745,706
713761197720473600,4698,1312
713411074226274305,4284,1254
713177543487135744,6981,2753
713175907180089344,4312,1421
712809025985978368,18457,6477
712717840512598017,11919,4777
712668654853337088,4041,1169
712438159032893441,5155,1511
712309440758808576,231,25
712097430750289920,3648,996
712092745624633345,2847,855
712085617388212225,3170,469
712065007010385924,2176,600
711998809858043904,0,123
711968124745228288,7785,2222
711743778164514816,2748,958
711732680602345472,8539,3936
711694788429553666,31831,17677
711652651650457602,3734,880
711363825979756544,3517,1091
711306686208872448,3195,711
711008018775851008,2902,588
710997087345876993,4431,1335
710844581445812225,2462,657
710833117892898816,2603,512
710658690886586372,2234,540
710609963652087808,4649,2290
710588934686908417,4390,1792
710296729921429505,2308,709
710283270106132480,2089,503
710272297844797440,4387,1204
710269109699739648,2319,1074
710153181850935296,2818,862
710140971284037632,2672,850
710117014656950272,5293,1898
709918798883774466,3390,1052
709901256215666688,645,98
709852847387627521,3412,1157
709566166965075968,3447,1155
709556954897764353,3186,1033
709519240576036864,1453,227
709449600415961088,2140,547
709409458133323776,2528,653
709225125749587968,2341,550
709207347839836162,12105,5560
709198395643068416,2370,617
709179584944730112,1945,647
709158332880297985,1966,397
709042156699303936,4583,1572
708853462201716736,1751,639
708845821941387268,2885,862
708834316713893888,1633,484
708810915978854401,15961,6670
708738143638450176,2678,783
708711088997666817,2453,690
708479650088034305,2465,653
708469915515297792,3010,784
708400866336894977,15456,9696
708356463048204288,3470,1266
708349470027751425,2282,711
708149363256774660,4168,1503
708130923141795840,3280,825
708119489313951744,2615,947
708109389455101952,1888,533
708026248782585858,4267,1857
707995814724026368,3035,1088
707983188426153984,48,2
707969809498152960,2613,929
707776935007539200,3175,923
707741517457260545,2412,588
707738799544082433,3958,2378
707693576495472641,3295,956
707629649552134146,2490,836
707610948723478529,16449,6107
707420581654872064,2187,670
707411934438625280,2229,579
707387676719185920,3390,1233
707377100785885184,3177,1050
707315916783140866,2402,614
707297311098011648,2700,755
707059547140169728,2515,651
707038192327901184,2121,759
707021089608753152,3967,1304
707014260413456384,2247,579
706904523814649856,14129,7582
706901761596989440,1988,562
706681918348251136,3201,942
706644897839910912,2498,1054
706593038911545345,2094,610
706538006853918722,3369,1381
706516534877929472,3023,998
706346369204748288,3346,895
706310011488698368,20633,7631
706291001778950144,1654,460
706265994973601792,2659,901
706169069255446529,3790,2136
706166467411222528,4996,1550
706153300320784384,1437,370
705975130514706432,3012,706
705970349788291072,3089,863
705898680587526145,2299,532
705786532653883392,1874,498
705591895322394625,3081,1107
705475953783398401,2879,878
705442520700944385,4280,1559
705428427625635840,3687,1614
705239209544720384,2905,729
705223444686888960,2520,773
705102439679201280,2078,501
705066031337840642,2125,597
704871453724954624,4151,1088
704859558691414016,2177,515
704847917308362754,4918,1464
704819833553219584,2566,949
704761120771465216,6445,2819
704499785726889984,2824,973
704491224099647488,726,75
704480331685040129,3293,1033
704364645503647744,7745,3430
704347321748819968,1526,338
704134088924532736,1465,439
704113298707505153,1798,553
704054845121142784,2838,888
703774238772166656,1787,441
703769065844768768,3174,1098
703631701117943808,2495,653
703611486317502464,3719,1480
703425003149250560,3693,1317
703407252292673536,2366,670
703382836347330562,3403,1106
703356393781329922,1855,373
703268521220972544,1922,525
703079050210877440,7182,2977
703041949650034688,25544,12029
702932127499816960,2512,695
702899151802126337,1565,435
702684942141153280,3139,1032
702671118226825216,2128,541
702598099714314240,11879,3323
702539513671897089,2800,923
702332542343577600,3087,1497
702321140488925184,3181,1010
702276748847800320,2399,745
702217446468493312,4642,1298
701981390485725185,3338,952
701952816642965504,3734,992
701889187134500865,3441,1340
701805642395348998,3317,1610
701601587219795968,2035,437
701570477911896070,2733,899
701545186879471618,2584,587
701214700881756160,11842,4915
700890391244103680,2154,547
700864154249383937,2521,604
700847567345688576,2385,482
700796979434098688,2366,904
700747788515020802,22132,8961
700518061187723268,2534,770
700505138482569216,2224,549
700462010979500032,3997,1716
700167517596164096,2559,705
700151421916807169,2176,648
700143752053182464,7297,2614
700062718104104960,2566,664
700029284593901568,2015,568
700002074055016451,3208,1293
699801817392291840,2952,917
699788877217865730,2169,494
699779630832685056,2656,1193
699775878809702401,1903,581
699691744225525762,9998,4443
699446877801091073,5780,2531
699434518667751424,2109,496
699423671849451520,1317,310
699413908797464576,2028,607
699370870310113280,1841,424
699323444782047232,3066,835
699088579889332224,2185,607
699079609774645248,2377,626
699072405256409088,2890,1149
699060279947165696,3634,1739
699036661657767936,2533,1164
698989035503689728,3246,940
698953797952008193,2603,882
698907974262222848,2468,601
698710712454139905,2397,655
698703483621523456,1413,361
698635131305795584,1257,331
698549713696649216,2250,602
698355670425473025,1796,431
698342080612007937,2205,931
698262614669991936,4638,1929
698195409219559425,16298,5769
698178924120031232,2734,716
697995514407682048,1479,326
697990423684476929,3191,1248
697943111201378304,2325,653
697881462549430272,2930,1125
697630435728322560,1697,527
697616773278015490,3059,979
697596423848730625,2926,1222
697575480820686848,1982,484
697516214579523584,1995,1072
697482927769255936,2346,644
697463031882764288,3326,1361
697270446429966336,4571,1819
697259378236399616,3201,972
697255105972801536,2982,1117
697242256848379904,2455,644
696900204696625153,3074,991
696894894812565505,2270,660
696886256886657024,4715,1734
696877980375769088,2379,687
696754882863349760,1441,351
696744641916489729,2013,900
696713835009417216,2310,625
696518437233913856,3802,1659
696490539101908992,1182,138
696488710901260288,2446,990
696405997980676096,3111,1116
696100768806522880,1874,630
695816827381944320,2927,1117
695794761660297217,3069,744
695767669421768709,1807,714
695629776980148225,4434,2020
695446424020918272,4280,1757
695409464418041856,8430,3464
695314793360662529,3521,1402
695095422348574720,2562,594
695074328191332352,2760,1059
695064344191721472,1552,571
695051054296211456,2583,767
694925794720792577,2620,886
694905863685980160,2665,906
694669722378485760,34820,13863
694356675654983680,1464,279
694352839993344000,1977,591
694342028726001664,1540,471
694329668942569472,1939,487
694206574471057408,4045,1971
694183373896572928,2858,897
694001791655137281,3308,987
693993230313091072,1820,390
693942351086120961,1701,354
693647888581312512,2611,564
693644216740769793,1314,118
693642232151285760,2472,397
693629975228977152,2378,769
693622659251335168,1495,360
693590843962331137,4900,1888
693582294167244802,1602,237
693486665285931008,1722,610
693280720173801472,3256,1198
693267061318012928,2316,786
693262851218264065,2148,481
693231807727280129,2795,718
693155686491000832,7672,3104
693109034023534592,1659,588
693095443459342336,1804,441
692919143163629568,2602,730
692905862751522816,2354,843
692901601640583168,1711,581
692894228850999298,2199,763
692828166163931137,2791,860
692752401762250755,6612,3517
692568918515392513,4232,1480
692535307825213440,3061,1313
692530551048294401,1779,399
692423280028966913,1436,219
692417313023332352,9117,3345
692187005137076224,2464,787
692158366030913536,2086,761
692142790915014657,1600,377
692041934689402880,3299,1223
692017291282812928,2815,921
691820333922455552,3853,1596
691793053716221953,7915,4090
691756958957883396,2765,959
691675652215414786,1898,493
691483041324204033,2322,541
691459709405118465,3935,1098
691444869282295808,2568,819
691416866452082688,18784,7374
691321916024623104,2506,639
691096613310316544,2879,852
691090071332753408,1673,322
690989312272396288,5737,2774
690959652130045952,3476,1204
690938899477221376,3978,1882
690932576555528194,3192,982
690735892932222976,3685,1224
690728923253055490,2115,499
690690673629138944,2258,797
690649993829576704,1260,264
690607260360429569,290,17
690597161306841088,1894,582
690400367696297985,1831,433
690374419777196032,3160,814
690360449368465409,2589,847
690348396616552449,1463,496
690248561355657216,1633,399
690021994562220032,2716,991
690015576308211712,2419,711
690005060500217858,3560,1623
689999384604450816,1374,354
689993469801164801,1415,432
689977555533848577,1333,433
689905486972461056,2377,675
689877686181715968,2954,1119
689835978131935233,2106,724
689661964914655233,3141,904
689659372465688576,10076,3720
689623661272240129,2168,621
689599056876867584,11322,5317
689557536375177216,1993,441
689517482558820352,3305,1385
689289219123089408,2188,899
689283819090870273,3166,1060
689280876073582592,1927,683
689275259254616065,1112,235
689255633275777024,2484,1046
689154315265683456,3001,957
689143371370250240,1963,487
688916208532455424,2635,833
688908934925697024,2048,738
688898160958271489,2030,754
688894073864884227,2180,662
688828561667567616,1344,355
688804835492233216,942,184
688789766343622656,2161,639
688547210804498433,2521,673
688519176466644993,2253,707
688385280030670848,9018,4316
688211956440801280,2177,800
688179443353796608,2072,564
688116655151435777,2745,745
688064179421470721,1687,351
687841446767013888,5316,2419
687826841265172480,2671,1086
687818504314159109,2412,922
687807801670897665,2316,691
687732144991551489,1707,641
687704180304273409,2369,813
687664829264453632,1884,491
687494652870668288,1843,556
687480748861947905,1561,232
687476254459715584,1926,516
687460506001633280,2002,529
687399393394311168,1840,598
687317306314240000,19568,8864
687312378585812992,4239,1835
687127927494963200,5275,2192
687124485711986689,2119,489
687109925361856513,5642,2373
687102708889812993,2282,937
687096057537363968,2173,587
686947101016735744,8388,3084
686760001961103360,3418,1338
686749460672679938,3385,1406
686730991906516992,4023,1159
686683045143953408,2746,775
686618349602762752,3594,1315
686606069955735556,1835,526
686394059078897668,1691,667
686386521809772549,3169,853
686377065986265092,2146,549
686358356425093120,2119,639
686286779679375361,3903,1613
686050296934563840,2158,704
686035780142297088,1113,112
686034024800862208,2983,1104
686007916130873345,2416,398
686003207160610816,1782,599
685973236358713344,2039,504
685943807276412928,1584,573
685906723014619143,7278,2765
685681090388975616,1977,118
685667379192414208,2291,545
685663452032069632,3139,1411
685641971164143616,2839,749
685547936038666240,31974,15038
685532292383666176,2935,1114
685325112850124800,9159,3823
685321586178670592,2566,605
685315239903100929,3197,1007
685307451701334016,2018,421
685268753634967552,3013,1159
685198997565345792,2270,647
685169283572338688,3996,1385
684969860808454144,2322,355
684959798585110529,6616,3021
684940049151070208,3120,1005
684926975086034944,3389,448
684914660081053696,3398,1404
684902183876321280,1808,508
684880619965411328,2026,776
684830982659280897,34040,20929
684800227459624960,2649,971
684594889858887680,8642,3385
684588130326986752,3988,1365
684567543613382656,2924,1168
684538444857667585,2577,917
684481074559381504,3770,1132
684460069371654144,1917,541
684241637099323392,7880,3152
684225744407494656,1201,198
684222868335505415,3720,1313
684200372118904832,2093,1002
684195085588783105,1851,490
684188786104872960,3395,1126
684177701129875456,1959,640
684147889187209216,2915,1470
684122891630342144,1948,452
684097758874210310,3986,1386
683857920510050305,3695,1081
683852578183077888,1886,333
683849932751646720,2541,917
683834909291606017,2553,1077
683828599284170753,2716,1022
683773439333797890,3247,1295
683742671509258241,6279,3187
683515932363329536,7113,2781
683498322573824003,3081,934
683481228088049664,2591,966
683462770029932544,2356,649
683449695444799489,3762,1556
683391852557561860,7433,2321
683357973142474752,2807,883
683142553609318400,2787,1003
683111407806746624,3307,878
683098815881154561,2111,633
683078886620553216,1943,546
683030066213818368,2103,719
682962037429899265,35646,15845
682808988178739200,1727,161
682788441537560576,2400,1071
682750546109968385,1477,419
682697186228989953,1277,348
682662431982772225,2961,1039
682638830361513985,2009,572
682429480204398592,3338,1110
682406705142087680,7339,1686
682393905736888321,2167,639
682389078323662849,1614,449
682303737705140231,2961,938
682259524040966145,4010,1147
682242692827447297,3128,1107
682088079302213632,17673,9492
682059653698686977,4791,1611
682047327939461121,3099,903
682032003584274432,6383,1915
682003177596559360,3022,1458
681981167097122816,2724,997
681891461017812993,2394,783
681694085539872773,12436,3910
681679526984871937,1711,424
681654059175129088,2560,880
681610798867845120,1837,446
681579835668455424,3437,1252
681523177663676416,13838,5537
681340665377193984,1590,267
681339448655802368,9011,3941
681320187870711809,2559,710
681302363064414209,3805,1745
681297372102656000,3113,913
681281657291280384,3138,1058
681261549936340994,1412,258
681242418453299201,1439,507
681231109724700672,2334,465
681193455364796417,3575,1418
680970795137544192,2340,629
680959110691590145,4445,1932
680940246314430465,3088,1001
680934982542561280,2028,419
680913438424612864,2336,596
680889648562991104,1707,353
680836378243002368,3353,1265
680805554198020098,2087,643
680801747103793152,2308,791
680798457301471234,2757,994
680609293079592961,2543,670
680583894916304897,3503,1277
680497766108381184,4103,1834
680494726643068929,1670,468
680473011644985345,2466,725
680440374763077632,1407,482
680221482581123072,1430,284
680206703334408192,2739,1117
680191257256136705,2079,479
680176173301628928,3771,1480
680161097740095489,2249,708
680145970311643136,3492,1680
680130881361686529,2226,905
680115823365742593,2642,866
680100725817409536,3478,1318
680085611152338944,12416,8646
680070545539371008,2501,822
679877062409191424,1921,625
679872969355714560,2128,641
679862121895714818,2380,593
679854723806179328,2759,1176
679844490799091713,2289,728
679828447187857408,35041,13456
679777920601223168,3014,1053
679736210798047232,2023,758
679729593985699840,2096,793
679722016581222400,1612,451
679530280114372609,4616,1997
679527802031484928,2551,693
679511351870550016,3253,1213
679503373272485890,3069,1409
679475951516934144,2023,616
679462823135686656,30436,17993
679405845277462528,2287,1150
679158373988876288,20527,7696
679148763231985668,2686,986
679132435750195208,2882,1109
679111216690831360,5769,2473
679062614270468097,16339,7704
679047485189439488,2168,633
679001094530465792,2739,1168
678991772295516161,2202,1101
678969228704284672,1580,435
678800283649069056,2475,859
678798276842360832,3333,1101
678774928607469569,2709,862
678767140346941444,3398,1299
678764513869611008,1576,444
678755239630127104,6819,3127
678740035362037760,3608,1585
678708137298427904,5385,2316
678675843183484930,2751,1395
678643457146150913,1973,384
678446151570427904,3853,1460
678424312106393600,5263,2429
678410210315247616,4040,1718
678399652199309312,77170,30400
678396796259975168,1537,395
678389028614488064,1792,402
678380236862578688,2340,865
678341075375947776,1664,510
678334497360859136,1246,237
678278586130948096,10988,5822
678255464182861824,1529,348
678023323247357953,1834,360
678021115718029313,13079,6026
677961670166224897,3287,1608
677918531514703872,1284,387
677895101218201600,4616,1971
677716515794329600,2918,934
677700003327029250,3253,1378
677698403548192770,1183,305
677687604918272002,2394,802
677673981332312066,3187,1429
677662372920729601,1866,901
677644091929329666,1782,767
677573743309385728,2045,668
677565715327688705,1251,437
677557565589463040,2353,1101
677547928504967168,6647,3495
677530072887205888,1025,217
677335745548390400,2917,1672
677334615166730240,1286,269
677331501395156992,1040,224
677328882937298944,3504,1433
677314812125323265,1580,509
677301033169788928,1180,384
677269281705472000,1891,674
677228873407442944,3400,1561
677187300187611136,2611,867
676975532580409345,2650,1016
676957860086095872,2145,771
676949632774234114,1251,375
676948236477857792,2061,816
676946864479084545,1662,347
676942428000112642,1980,711
676936541936185344,12198,4710
676916996760600576,2844,1721
676897532954456065,2151,689
676864501615042560,1994,668
676821958043033607,21903,14746
676819651066732545,1743,632
676811746707918848,1369,407
676776431406465024,4780,1927
676617503762681856,2749,907
676613908052996102,1036,190
676606785097199616,1815,412
676603393314578432,1109,362
676593408224403456,4372,2047
676590572941893632,877,116
676588346097852417,2202,742
676582956622721024,1139,261
676575501977128964,2460,1062
676533798876651520,1797,521
676496375194980353,1455,506
676470639084101634,11111,4439
676440007570247681,1655,623
676430933382295552,1338,321
676263575653122048,1995,511
676237365392908289,1151,267
676219687039057920,73097,29406
676215927814406144,1656,544
676191832485810177,2167,981
676146341966438401,1834,630
676121918416756736,2065,1100
676101918813499392,2707,1114
676098748976615425,2854,1339
676089483918516224,1246,415
675898130735476737,1531,536
675891555769696257,2022,810
675888385639251968,2267,902
675878199931371520,3968,1319
675870721063669760,1554,531
675853064436391936,2563,1210
675849018447167488,900,133
675845657354215424,2155,828
675822767435051008,1445,510
675820929667219457,999,224
675798442703122432,9752,3238
675781562965868544,1541,443
675740360753160193,1114,321
675710890956750848,1788,768
675707330206547968,1880,641
675706639471788032,618,88
675534494439489536,1745,387
675531475945709568,1121,360
675522403582218240,986,271
675517828909424640,1229,439
675501075957489664,16317,5518
675497103322386432,2981,1215
675489971617296384,1223,562
675483430902214656,1754,920
675432746517426176,1446,539
675372240448454658,1604,489
675362609739206656,1000,214
675354435921575936,30834,15762
675349384339542016,3729,2141
675334060156301312,2627,1211
675166823650848770,3365,1488
675153376133427200,5915,2417
675149409102012420,3536,1595
675147105808306176,892,218
675146535592706048,1113,276
675145476954566656,2029,842
675135153782571009,1232,445
675113801096802304,1842,738
675111688094527488,905,234
675109292475830276,2660,1056
675047298674663426,998,300
675015141583413248,2552,1109
675006312288268288,923,209
675003128568291329,1481,435
674999807681908736,2120,1038
674805413498527744,808,337
674800520222154752,2850,801
674793399141146624,2370,1024
674790488185167872,1038,235
674788554665512960,764,195
674781762103414784,1900,1119
674774481756377088,1041,441
674767892831932416,1715,728
674764817387900928,746,220
674754018082705410,1290,412
674752233200820224,1377,434
674743008475090944,1315,510
674742531037511680,456,49
674739953134403584,1038,362
674737130913071104,608,81
674690135443775488,1085,443
674670581682434048,1523,609
674664755118911488,860,227
674646392044941312,1359,456
674644256330530816,981,254
674638615994089473,1598,546
674632714662858753,1417,538
674606911342424069,887,93
674468880899788800,5899,1897
674447403907457024,1006,336
674436901579923456,1046,363
674422304705744896,1348,500
674416750885273600,652,129
674410619106390016,1137,433
674394782723014656,1430,530
674372068062928900,804,299
674330906434379776,538,71
674318007229923329,1332,482
674307341513269249,10737,6490
674291837063053312,13852,5466
674271431610523648,1469,683
674269164442398721,862,213
674265582246694913,1538,786
674262580978937856,1241,420
674255168825880576,1379,506
674082852460433408,716,155
674075285688614912,936,263
674063288070742018,6009,2034
674053186244734976,3109,1204
674051556661161984,1373,460
674045139690631169,1326,598
674042553264685056,681,118
674038233588723717,1041,394
674036086168010753,808,192
674024893172875264,1675,1144
674019345211760640,1064,285
674014384960745472,1471,596
674008982932058114,1130,331
673956914389192708,1844,895
673919437611909120,1106,349
673906403526995968,2989,1532
673887867907739649,886,238
673716320723169284,2909,702
673715861853720576,3327,1920
673711475735838725,981,280
673709992831262724,791,245
673708611235921920,1015,267
673707060090052608,1039,364
673705679337693185,1188,382
673700254269775872,1348,530
673697980713705472,3725,1819
673689733134946305,1639,605
673688752737402881,1182,461
673686845050527744,1351,404
673680198160809984,1292,434
673662677122719744,1184,344
673656262056419329,680,220
673636718965334016,1037,336
673612854080196609,1505,671
673583129559498752,1125,334
673580926094458881,782,254
673576835670777856,1303,523
673363615379013632,971,282
673359818736984064,1357,626
673355879178194945,1415,533
673352124999274496,1573,507
673350198937153538,716,195
673345638550134785,2357,1173
673343217010679808,915,249
673342308415348736,1198,533
673320132811366400,12652,7304
673317986296586240,829,235
673295268553605120,7071,2934
673270968295534593,1013,337
673240798075449344,1343,662
673213039743795200,2094,778
673148804208660480,1598,583
672997845381865473,1856,665
672995267319328768,890,269
672988786805112832,921,267
672984142909456390,1185,507
672980819271634944,1707,942
672975131468300288,1573,837
672970152493887488,888,331
672968025906282496,1250,499
672964561327235073,1338,600
672902681409806336,1286,460
672898206762672129,851,393
672884426393653248,1443,785
672877615439593473,970,328
672834301050937345,1235,531
672828477930868736,1178,456
672640509974827008,921,295
672622327801233409,1211,450
672614745925664768,1150,541
672609152938721280,1039,360
672604026190569472,1037,371
672594978741354496,1248,569
672591762242805761,896,308
672591271085670400,674,174
672538107540070400,961,339
672523490734551040,589,155
672488522314567680,1047,403
672482722825261057,1059,553
672481316919734272,677,120
672475084225949696,1363,650
672466075045466113,1272,490
672272411274932228,6035,3117
672267570918129665,1393,569
672264251789176834,1063,309
672256522047614977,2652,1419
672254177670729728,1347,691
672248013293752320,1625,557
672245253877968896,640,143
672239279297454080,843,301
672231046314901505,1707,935
672222792075620352,741,193
672205392827572224,2112,1060
672169685991993344,961,340
672160042234327040,826,332
672139350159835138,1636,645
672125275208069120,2247,1064
672095186491711488,931,340
672082170312290304,888,339
672068090318987265,1210,472
671896809300709376,8000,3880
671891728106971137,1234,524
671882082306625538,3266,1292
671879137494245376,1328,613
671874878652489728,1183,513
671866342182637568,1056,453
671855973984772097,847,403
671789708968640512,6640,3212
671768281401958400,1122,458
671763349865160704,1572,836
671744970634719232,1272,711
671743150407421952,707,222
671735591348891648,1356,699
671729906628341761,7967,4027
671561002136281088,11986,6716
671550332464455680,850,194
671547767500775424,1263,544
671544874165002241,1839,967
671542985629241344,1025,524
671538301157904385,875,355
671536543010570240,1106,372
671533943490011136,961,536
671528761649688577,788,239
671520732782923777,1308,490
671518598289059840,887,272
671511350426865664,1491,651
671504605491109889,6550,3309
671497587707535361,865,417
671488513339211776,938,443
671486386088865792,543,182
671485057807351808,716,216
671390180817915904,1349,689
671362598324076544,1037,274
671357843010908160,375,145
671355857343524864,453,112
671347597085433856,891,394
671186162933985280,684,192
671182547775299584,1043,312
671166507850801152,815,317
671163268581498880,1542,1021
671159727754231808,338,74
671154572044468225,660,205
671151324042559489,621,140
671147085991960577,622,200
671141549288370177,1084,605
671138694582165504,860,371
671134062904504320,693,176
671122204919246848,3257,2326
671115716440031232,1281,720
671109016219725825,1071,402
670995969505435648,1036,267
670842764863651840,23141,8049
670840546554966016,547,179
670838202509447168,1044,642
670833812859932673,408,113
670832455012716544,683,198
670826280409919488,5156,3759
670823764196741120,726,173
670822709593571328,566,89
670815497391357952,2964,1424
670811965569282048,1059,248
670807719151067136,1090,453
670804601705242624,1835,886
670803562457407488,319,83
670797304698376195,691,216
670792680469889025,776,256
670789397210615808,620,222
670786190031921152,557,183
670783437142401025,777,352
670782429121134593,1436,710
670780561024270336,744,267
670778058496974848,312,69
670764103623966721,1015,391
670755717859713024,411,98
670733412878163972,900,473
670727704916926465,785,329
670717338665226240,1114,445
670704688707301377,726,344
670691627984359425,553,223
670679630144274432,705,259
670676092097810432,230,38
670668383499735048,10004,4614
670474236058800128,1418,684
670468609693655041,336,82
670465786746662913,912,505
670452855871037440,514,189
670449342516494336,1128,598
670444955656130560,6325,1838
670442337873600512,607,186
670435821946826752,995,476
670434127938719744,1331,598
670433248821026816,312,103
670428280563085312,1305,570
670427002554466305,490,148
670421925039075328,1227,590
670420569653809152,577,290
670417414769758208,538,302
670411370698022913,1890,821
670408998013820928,520,202
670403879788544000,401,141
670385711116361728,529,189
670374371102445568,702,249
670361874861563904,309,60
670338931251150849,401,101
670319130621435904,3655,1128
670303360680108032,409,121
670290420111441920,652,266
670093938074779648,963,306
670086499208155136,656,231
670079681849372674,2076,1130
670073503555706880,1462,729
670069087419133954,585,220
670061506722140161,710,308
670055038660800512,623,301
670046952931721218,607,159
670040295598354432,706,104
670037189829525505,555,255
670003130994700288,312,84
669993076832759809,304,75
669972011175813120,413,142
669970042633789440,283,51
669942763794931712,470,145
669926384437997569,353,89
669923323644657664,219,53
669753178989142016,749,367
669749430875258880,242,60
669684865554620416,474,82
669683899023405056,352,101
669682095984410625,329,125
669680153564442624,627,266
669661792646373376,758,395
669625907762618368,3292,1674
669603084620980224,894,336
669597912108789760,482,140
669583744538451968,1394,857
669573570759163904,407,129
669571471778410496,1489,939
669567591774625800,220,48
669564461267722241,368,112
669393256313184256,336,69
669375718304980992,1235,673
669371483794317312,459,165
669367896104181761,426,140
669363888236994561,583,211
669359674819481600,346,112
669354382627049472,2526,1180
669353438988365824,588,241
669351434509529089,404,168
669328503091937280,955,385
669327207240699904,537,113
669324657376567296,461,192
669216679721873412,1114,377
669214165781868544,407,149
669203728096960512,942,433
669037058363662336,612,287
669015743032369152,693,346
669006782128353280,542,225
669000397445533696,19592,5884
668994913074286592,413,208
668992363537309700,699,314
668989615043424256,629,306
668988183816871936,844,426
668986018524233728,514,151
668981893510119424,501,277
668979806671884288,745,323
668975677807423489,1219,537
668967877119254528,134,21
668960084974809088,658,225
668955713004314625,256,65
668932921458302977,243,53
668902994700836864,297,92
668892474547511297,373,136
668872652652679168,493,279
668852170888998912,423,148
668826086256599040,405,124
668815180734689280,521,242
668779399630725120,671,343
668655139528511488,488,201
668645506898350081,811,488
668643542311546881,811,479
668641109086707712,995,498
668636665813057536,967,458
668633411083464705,2612,1473
668631377374486528,659,293
668627278264475648,289,100
668625577880875008,354,120
668623201287675904,1323,691
668620235289837568,185,37
668614819948453888,577,295
668587383441514497,1560,986
668567822092664832,223,49
668544745690562560,478,212
668542336805281792,423,194
668537837512433665,235,65
668528771708952576,434,204
668507509523615744,303,95
668496999348633600,379,120
668484198282485761,394,216
668480044826800133,426,133
668466899341221888,830,469
668297328638447616,583,274
668291999406125056,228,29
668286279830867968,471,126
668274247790391296,768,214
668268907921326080,516,214
668256321989451776,1208,548
668248472370458624,892,436
668237644992782336,5773,2612
668226093875376128,274,93
668221241640230912,481,182
668204964695683073,523,182
668190681446379520,607,186
668171859951755264,453,173
668154635664932864,465,287
668142349051129856,540,258
668113020489474048,624,217
667937095915278337,1162,735
667924896115245057,278,99
667915453470232577,195,51
667911425562669056,455,269
667902449697558528,804,351
667886921285246976,1742,987
667885044254572545,771,431
667878741721415682,370,108
667873844930215936,582,375
667866724293877760,2847,956
667861340749471744,228,74
667832474953625600,272,56
667806454573760512,987,451
667801013445750784,305,87
667793409583771648,650,308
667782464991965184,386,227
667773195014021121,216,48
667766675769573376,407,201
667728196545200128,355,143
667724302356258817,446,292
667550904950915073,0,31
667550882905632768,0,27
667549055577362432,5372,2075
667546741521195010,316,115
667544320556335104,802,489
667538891197542400,191,60
667534815156183040,763,485
667530908589760512,434,218
667524857454854144,1585,1034
667517642048163840,345,177
667509364010450944,6356,1965
667502640335572993,506,202
667495797102141441,485,244
667491009379606528,483,207
667470559035432960,235,89
667455448082227200,179,56
667453023279554560,290,81
667443425659232256,724,533
667437278097252352,419,216
