id,favorite_count,retweet_count
814986499976527872,7598,1259
814638523311648768,11177,2661
814578408554463233,0,5769
814530161257443328,8566,1836
814153002265309185,28553,8570
813944609378369540,0,3147
813910438903693312,9245,1842
813812741911748608,36195,13816
813800681631023104,8266,1734
813217897535406080,18528,7221
813202720496779264,9184,1801
813187593374461952,19722,4310
813172488309972993,9206,1903
813157409116065792,7726,2186
813142292504645637,8441,2365
813130366689148928,4460,444
813127251579564032,11750,3095
813112105746448384,10244,2711
813096984823349248,10514,3597
813081950185472002,9845,2761
813066809284972545,7895,1933
813051746834595840,20848,7297
812781120811126785,7512,1887
812709060537683968,6584,1426
812503143955202048,6026,1205
812466873996607488,7934,1919
812372279581671427,13575,3629
811985624773361665,7242,1386
811744202451197953,7499,1572
811647686436880384,5575,732
811627233043480576,12688,3049
811386762094317568,20812,6325
810984652412424192,5297,1424
810896069567610880,8953,1750
810657578271330305,10912,2616
810284430598270976,35009,11123
810254108431155201,14608,3346
809920764300447744,15485,3904
809808892968534016,0,4848
809448704142938112,6914,1456
809220051211603969,19803,5538
809084759137812480,13160,3503
808838249661788160,10069,3010
808733504066486276,7863,2146
808501579447930884,11259,2584
808344865868283904,42306,20664
808134635716833280,0,5862
808106460588765185,8770,2197
808001312164028416,12480,3511
807621403335917568,14513,3584
807106840509214720,117521,54892
807059379405148160,0,7279
807010152071229440,13036,3838
806629075125202948,74219,34313
806620845233815552,0,5479
806576416489959424,4873,1943
806542213899489280,10179,2343
806242860592926720,0,11539
806219024703037440,6416,1183
805958939288408065,0,5315
805932879469572096,8253,1910
805826884734976000,6529,1802
805823200554876929,0,7945
805520635690676224,5729,1646
805487436403003392,8765,2505
805207613751304193,7818,1703
804738756058218496,13649,3796
804475857670639616,6111,1997
804413760345620481,0,3205
804026241225523202,44213,15963
803773340896923648,10016,2719
803692223237865472,0,7374
803638050916102144,10898,4117
803380650405482500,7737,1861
803321560782307329,0,5279
803276597545603072,9991,2435
802952499103731712,8983,1982
802624713319034886,0,2891
802600418706604034,7071,1450
802572683846291456,8911,2484
802323869084381190,16102,5783
802265048156610565,6905,1366
802239329049477120,9050,2604
802185808107208704,0,271
801958328846974976,7728,1711
801854953262350336,1785,235
801538201127157760,8201,2046
801285448605831168,6021,813
801167903437357056,24361,5862
801127390143516673,0,3923
801115127852503040,8039,2085
800859414831898624,686,97
800855607700029440,0,1599
800751577355128832,10546,2774
800513324630806528,13079,2969
800459316964663297,9474,2163
800443802682937345,0,4293
800388270626521089,11119,2785
800188575492947969,0,3909
800141422401830912,15220,2531
800018252395122689,28232,13049
799774291445383169,0,4643
799757965289017345,8358,2146
799422933579902976,8046,1914
799308762079035393,0,5417
799297110730567681,9836,2731
799063482566066176,8044,2460
798933969379225600,13016,4414
798925684722855936,7486,1431
798705661114773508,0,6597
798701998996647937,0,7722
798697898615730177,0,6477
798694562394996736,0,4915
798686750113755136,0,2320
798682547630837760,0,4710
798673117451325440,0,5518
798665375516884993,0,3880
798644042770751489,0,1838
798628517273620480,0,1965
798585098161549313,0,5644
798576900688019456,0,5800
798340744599797760,0,3299
798209839306514432,10386,2537
797971864723324932,11543,3088
797545162159308800,14503,4839
797236660651966464,19869,6511
797165961484890113,223,26
796904159865868288,0,8864
796865951799083009,7648,1904
796759840936919040,11770,3005
796563435802726400,0,7193
796484825502875648,7548,1742
796387464403357696,10957,4106
796177847564038144,0,14162
796149749086875649,32107,14162
796125600683540480,4952,1791
796116448414461957,9061,2395
796080075804475393,8427,2290
796031486298386433,10763,3693
795464331001561088,49326,23381
795400264262053889,10011,2842
795076730285391872,16133,5395
794983741416415232,0,3345
794926597468000259,10190,2298
794355576146903043,0,10194
794332329137291264,9562,2660
794205286408003585,9203,3294
793962221541933056,16763,4848
793845145112371200,9176,1839
793614319594401792,0,3107
793601777308463104,7949,1601
793500921481273345,10633,2354
793286476301799424,24485,9098
793271401113350145,8664,2372
793256262322548741,19909,8278
793241302385262592,10470,3268
793226087023144960,9779,2858
793210959003287553,8893,2775
793195938047070209,15184,5582
793180763617361921,6902,1982
793165685325201412,9346,2757
793150605191548928,6143,1685
793135492858580992,6375,2480
793120401413079041,12595,3890
792913359805018113,14240,3938
792883833364439040,11255,4238
792773781206999040,7330,1658
792394556390137856,13357,4266
792050063153438720,7115,1780
791821351946420224,0,20929
791784077045166082,0,9492
791780927877898241,0,3791
791774931465953280,44872,22008
791672322847637504,11703,3108
791406955684368384,13095,4075
791312159183634433,8724,2510
791026214425268224,0,4057
790987426131050500,9779,2113
790946055508652032,16593,4656
790723298204217344,0,2286
790698755171364864,8175,1906
790581949425475584,20573,7067
790337589677002753,7783,1864
790277117346975746,12498,3147
790227638568808452,0,3536
789986466051088384,9204,2286
789960241177853952,0,4078
789903600034189313,10283,4095
789628658055020548,7446,1744
789599242079838210,6707,1901
789530877013393408,11673,3345
789314372632018944,8606,2272
789280767834746880,0,4874
789268448748703744,9072,2581
789137962068021249,9668,2761
788908386943430656,27305,12381
788765914992902144,27170,10194
788552643979468800,0,7097
788412144018661376,15458,5213
788178268662984705,7191,2073
788150585577050112,6090,1260
788070120937619456,0,3402
788039637453406209,6088,1294
787810552592695296,8567,3016
787717603741622272,10212,2750
787397959788929025,10831,2822
787322443945877504,7735,1726
787111942498508800,0,6683
786963064373534720,26498,7894
786729988674449408,0,2403
786709082849828864,18126,6055
786664955043049472,10538,2515
786595970293370880,9401,3101
786363235746385920,10827,3457
786286427768250368,7924,2796
786233965241827333,15140,4666
786051337297522688,1418,154
786036967502913536,0,6925
785927819176054784,11313,3150
785872687017132033,6650,1782
785639753186217984,7817,2215
785533386513321988,9044,1971
785515384317313025,6083,1240
785264754247995392,7216,1598
785170936622350336,11940,4765
784826020293709826,10042,3205
784517518371221505,8908,2494
784431430411685888,5683,1258
784183165795655680,19890,7945
784057939640352768,29535,10970
783839966405230592,29754,10656
783821107061198850,7309,1942
783695101801398276,10396,3172
783466772167098368,8395,2209
783391753726550016,16765,5389
783347506784731136,0,5466
783334639985389568,28894,11539
783085703974514689,8100,2167
782969140009107456,23938,7279
782747134529531904,7417,1394
782722598790725632,17125,5315
782598640137187329,7728,1849
782305867769217024,16513,5473
782021823840026624,0,6107
781955203444699136,11045,3326
781661882474196992,10343,2681
781655249211752448,3959,1116
781524693396357120,20587,5479
781308096455073793,7086,2523
781251288990355457,8346,2048
781163403222056960,9718,2719
780931614150983680,21430,7193
780858289093574656,7119,1973
780800785462489090,5430,1278
780601303617732608,11987,3318
780543529827336192,6234,1724
780496263422808064,0,3623
780476555013349377,0,109
780459368902959104,5243,1060
780192070812196864,8621,2205
780092040432480260,0,2265
780074436359819264,12032,4879
779834332596887552,18686,6925
779377524342161408,8695,3066
779124354206535695,0,17993
779056095788752897,14598,4451
778990705243029504,19733,7071
778774459159379968,0,9724
778764940568104960,856,358
778748913645780993,6814,1285
778650543019483137,5695,1475
778624900596654080,4581,998
778408200802557953,13477,4255
778396591732486144,0,12029
778383385161035776,5762,1082
778286810187399168,10263,3246
778039087836069888,8399,2595
778027034220126208,6485,1580
777953400541634568,0,3475
777885040357281792,6283,1602
777684233540206592,11106,2891
777641927919427584,0,4165
777621514455814149,8634,2468
777189768882946048,14094,4243
776819012571455488,0,13454
776813020089548800,4819,1184
776477788987613185,8716,2718
776249906839351296,0,8960
776218204058357768,29524,15568
776201521193218049,9494,2476
776113305656188928,11620,4293
776088319444877312,1818,147
775898661951791106,0,16488
775842724423557120,11561,2610
775733305207554048,13717,3923
775729183532220416,12843,4524
775364825476165632,7295,2908
775350846108426240,10042,3841
775085132600442880,15364,4643
774757898236878852,8500,1752
774639387460112384,6636,1698
774314403806253056,21496,5417
773985732834758656,10599,3790
773922284943896577,6320,1719
773704687002451968,6505,1597
773670353721753600,5283,1288
773547596996571136,21838,6022
773336787167145985,0,4971
773308824254029826,22984,7342
773247561583001600,9329,3199
773191612633579521,9848,4049
772877495989305348,8436,3799
772826264096874500,7937,2314
772615324260794368,0,3320
772581559778025472,6395,1666
772193107915964416,5948,1360
772152991789019136,3761,1111
772117678702071809,3722,724
772114945936949249,2694,459
772102971039580160,3948,921
771908950375665664,6487,1859
771770456517009408,11835,3299
771500966810099713,8151,2563
771380798096281600,10336,4971
771171053431250945,0,7304
771136648247640064,9017,2866
771102124360998913,6146,1412
771014301343748096,6778,1622
770787852854652928,4861,1180
770772759874076672,5105,1392
770655142660169732,7238,1741
770414278348247044,6241,2059
770293558247038976,6137,1439
770093767776997377,0,2986
770069151037685760,7488,2254
769940425801170949,30819,9346
769695466921623552,6332,1649
769335591808995329,0,7581
769212283578875904,5313,1680
768970937022709760,14122,6378
768909767477751808,0,2614
768855141948723200,4118,868
768609597686943744,4058,1170
768596291618299904,4963,1255
768554158521745409,0,5710
768473857036525572,13419,3336
768193404517830656,10709,3475
767884188863397888,4678,1354
767754930266464257,15771,5279
767500508068192258,7397,2297
767191397493538821,12122,3680
767122157629476866,10033,2804
766864461642756096,0,5511
766793450729734144,4970,1334
766714921925144576,2579,370
766693177336135680,3949,777
766423258543644672,5902,1543
766313316352462849,6677,1850
766078092750233600,0,2564
766069199026450432,4154,834
766008592277377025,3690,488
765719909049503744,7119,2117
765669560888528897,5110,1206
765395769549590528,26253,3326
765371061932261376,6960,2130
765222098633691136,11451,3320
764857477905154048,6355,1744
764259802650378240,5924,1471
763956972077010945,750,53
763837565564780549,12351,4057
763183847194451968,5296,1441
763167063695355904,0,2934
763103485927849985,7255,2260
762699858130116608,11924,3536
762471784394268675,11024,6266
762464539388485633,10134,4078
762316489655476224,4715,1090
762035686371364864,31300,15208
761976711479193600,5310,1958
761750502866649088,0,3823
761745352076779520,4206,843
761672994376806400,48604,28434
761599872357261312,4057,1164
761371037149827077,0,17677
761334018830917632,5107,1424
761292947749015552,4409,1063
761227390836215808,5236,1529
761004547850530816,11144,3402
760893934457552897,3745,948
760656994973933572,6474,1864
760641137271070720,4893,1267
760539183865880579,7436,3541
760521673607086080,4136,1362
760290219849637889,26330,11218
760252756032651264,3888,850
760190180481531904,5588,1750
760153949710192640,0,30
759943073749200896,5851,2031
759923798737051648,14437,5511
759846353224826880,6617,1921
759793422261743616,5844,1864
759557299618865152,4602,1165
759447681597108224,8341,2403
759446261539934208,1643,474
759197388317847553,5975,1906
759159934323924993,0,1128
759099523532779520,14241,4058
759047813560868866,6370,1960
758854675097526272,3489,879
758828659922702336,11009,3763
758740312047005698,5634,1582
758474966123810816,3728,979
758467244762497024,4712,2164
758405701903519748,5113,1865
758355060040593408,3329,1036
758099635764359168,18687,9725
758041019896193024,2647,365
757741869644341248,6746,3176
757729163776290825,0,7704
757725642876129280,4458,1184
757611664640446465,4479,1078
757597904299253760,0,294
757596066325864448,4247,1034
757400162377592832,14853,6677
757393109802180609,5689,1691
757354760399941633,4435,1384
756998049151549440,6155,1938
756939218950160384,6514,1952
756651752796094464,4945,1264
756526248105566208,10210,3493
756303284449767430,3861,1083
756288534030475264,43193,17258
756275833623502848,6276,1500
755955933503782912,7158,2810
755206590534418437,16122,5218
755110668769038337,20775,10826
754874841593970688,0,7696
754856583969079297,6766,2452
754747087846248448,2536,507
754482103782404096,5178,1905
754449512966619136,3670,718
754120377874386944,7745,2296
753655901052166144,5732,2126
753420520834629632,7727,3460
753398408988139520,5638,1856
753375668877008896,7486,2265
753298634498793472,0,5537
753294487569522689,3295,1012
753039830821511168,36363,20349
753026973505581056,3839,937
752932432744185856,12362,6683
752917284578922496,6795,1533
752701944171524096,0,2781
752682090207055872,5892,1553
752660715232722944,4286,1517
752568224206688256,5377,2216
752519690950500352,7217,3361
752334515931054080,3740,1068
752309394570878976,0,15761
752173152931807232,5832,1782
751950017322246144,2998,891
751937170840121344,5074,1285
751830394383790080,5698,1893
751793661361422336,5696,2822
751598357617971201,7768,2967
751583847268179968,4293,1069
751538714308972544,4937,1229
751456908746354688,3149,977
751251247299190784,12256,5725
751205363882532864,6178,1762
751132876104687617,4948,1269
750868782890057730,4674,1324
750719632563142656,12886,4874
750506206503038976,4352,1120
750429297815552001,12894,4165
750383411068534784,4454,1117
750381685133418496,682,27
750147208377409536,3029,934
750132105863102464,3534,1257
750117059602808832,4244,1274
750101899009982464,2974,819
750086836815486976,2122,517
750071704093859840,7664,3228
750056684286914561,3094,876
750041628174217216,3101,594
750026558547456000,2661,764
750011400160841729,3164,880
749996283729883136,2992,799
749981277374128128,4996,2399
749774190421639168,4569,1289
749417653287129088,5965,1599
749403093750648834,2551,516
749395845976588288,8369,3342
749317047558017024,5372,2179
749075273010798592,5626,2020
749064354620928000,4695,1491
749036806121881602,3025,769
748977405889503236,10536,3297
748932637671223296,5672,2186
748705597323898880,2715,925
748699167502000129,4641,1545
748692773788876800,4157,1300
748575535303884801,5929,1930
748568946752774144,2161,651
748346686624440324,5103,1198
748337862848962560,7444,3994
748324050481647620,3610,733
748307329658011649,3603,695
748220828303695873,13813,7558
747963614829678593,5646,2080
747933425676525569,6458,2477
747885874273214464,2867,939
747844099428986880,2751,726
747816857231626240,4733,1129
747651430853525504,1343,148
747648653817413632,12584,5670
747600769478692864,2279,544
747594051852075008,3586,1026
747512671126323200,5387,1569
747461612269887489,3782,1013
747439450712596480,5287,1859
747242308580548608,0,2819
747219827526344708,5128,1518
747204161125646336,3289,887
747103485104099331,9319,3837
746906459439529985,2835,287
746872823977771008,5838,2070
746818907684614144,5203,1691
746790600704425984,4753,1553
746757706116112384,9339,3791
746726898085036033,5899,1739
746542875601690625,4919,1831
746521445350707200,0,956
746507379341139972,4545,1054
746369468511756288,6037,1588
746131877086527488,6737,2123
746056683365994496,3484,787
745789745784041472,3919,1033
745712589599014916,6829,2256
745433870967832576,6900,2471
745422732645535745,8357,2347
745314880350101504,6978,2664
745074613265149952,7643,3375
745057283344719872,7066,2175
744995568523612160,2900,595
744971049620602880,7683,2609
744709971296780288,5458,1513
744334592493166593,6600,2038
744234799360020481,152213,75261
744223424764059648,1613,348
743980027717509120,4071,1063
743895849529389061,3567,934
743835915802583040,0,1999
743609206067040256,4359,1343
743595368194129920,17843,6315
743545585370791937,3441,911
743510151680958465,7726,3616
743253157753532416,4120,1185
743222593470234624,6031,1853
743210557239623680,3738,1324
742534281772302336,6888,3457
742528092657332225,4303,1901
742465774154047488,7071,3794
742423170473463808,9558,3623
742385895052087300,6622,1898
742161199639494656,4204,1322
742150209887731712,4968,1496
741793263812808706,4421,1458
741743634094141440,7956,2654
741438259667034112,3591,790
741303864243200000,8542,3098
741099773336379392,9716,5329
741067306818797568,9270,2986
740995100998766593,6168,2631
740711788199743490,3312,906
740699697422163968,2767,751
740676976021798912,17666,6597
740373189193256964,34081,12893
740365076218183684,2391,419
740359016048689152,3206,836
740214038584557568,6512,1902
739979191639244800,19401,5710
739932936087216128,3945,1047
739844404073074688,3699,830
739623569819336705,3658,1317
739606147276148736,5249,1597
739544079319588864,38383,20474
739485634323156992,6944,2826
739238157791694849,112535,56035
738891149612572673,104,6
738885046782832640,3663,1105
738883359779196928,3214,761
738537504001953792,4944,1479
738402415918125056,3170,798
738184450748633089,4207,1173
738166403467907072,8506,3230
738156290900254721,2431,619
737826014890496000,5112,1706
737800304142471168,9703,3339
737678689543020544,4881,1270
737445876994609152,9938,4292
737322739594330112,3496,782
737310737551491075,14226,7165
736736130620620800,4112,1661
736392552031657984,17172,7097
736365877722001409,3857,1191
736225175608430592,7859,2689
736010884653420544,7642,2871
735991953473572864,3484,1106
735648611367784448,3924,1069
735635087207878657,5978,2259
735274964362878976,12629,4839
735256018284875776,3228,845
735137028879360001,3036,939
734912297295085568,2669,511
734787690684657664,12152,6076
734776360183431168,2426,515
734559631394082816,1447,382
733828123016450049,3472,752
733822306246479872,3559,988
733482008106668032,3032,912
733460102733135873,4047,1231
733109485275860992,51813,16488
732732193018155009,2359,514
732726085725589504,3452,860
732585889486888962,3547,754
732375214819057664,7829,2420
732005617171337216,14415,5195
731285275100512256,3394,966
731156023742988288,3723,1218
